SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,DATA_GROUP,LUNCH_PROGRAM,STUDENT_COUNT,TOTAL_INDICATOR,DMS_FLAG
2024-2025,29,MISSOURI,MO,BELTON MIDDLE SCHOOL,01,,MO-019152,2904620,MO-019152-1055019152,290462003025,2903025,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,86,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CORDILL-MASON ELEM.,01,,MO-048068,2905310,MO-048068-4080048068,290531000078,2900078,Free and Reduced-price Lunch Table,No Category Codes,175,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CORDILL-MASON ELEM.,01,,MO-048068,2905310,MO-048068-4080048068,290531000078,2900078,Direct Certification,Not Applicable,79,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CORDILL-MASON ELEM.,01,,MO-048068,2905310,MO-048068-4080048068,290531000078,2900078,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CORDILL-MASON ELEM.,01,,MO-048068,2905310,MO-048068-4080048068,290531000078,2900078,Free and Reduced-price Lunch Table,Free lunch qualified,133,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CORDILL-MASON ELEM.,01,,MO-048068,2905310,MO-048068-4080048068,290531000078,2900078,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,42,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRANKLIN SMITH ELEM.,01,,MO-048068,2905310,MO-048068-4040048068,290531000080,2900080,Free and Reduced-price Lunch Table,No Category Codes,167,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FRANKLIN SMITH ELEM.,01,,MO-048068,2905310,MO-048068-4040048068,290531000080,2900080,Direct Certification,Not Applicable,90,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FRANKLIN SMITH ELEM.,01,,MO-048068,2905310,MO-048068-4040048068,290531000080,2900080,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRANKLIN SMITH ELEM.,01,,MO-048068,2905310,MO-048068-4040048068,290531000080,2900080,Free and Reduced-price Lunch Table,Free lunch qualified,139,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRANKLIN SMITH ELEM.,01,,MO-048068,2905310,MO-048068-4040048068,290531000080,2900080,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,28,Category Set A,Reported
2024-2025,29,MISSOURI,MO,JAMES LEWIS ELEM.,01,,MO-048068,2905310,MO-048068-4050048068,290531000082,2900082,Free and Reduced-price Lunch Table,No Category Codes,141,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,JAMES LEWIS ELEM.,01,,MO-048068,2905310,MO-048068-4050048068,290531000082,2900082,Direct Certification,Not Applicable,53,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,JAMES LEWIS ELEM.,01,,MO-048068,2905310,MO-048068-4050048068,290531000082,2900082,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,JAMES LEWIS ELEM.,01,,MO-048068,2905310,MO-048068-4050048068,290531000082,2900082,Free and Reduced-price Lunch Table,Free lunch qualified,109,Category Set A,Reported
2024-2025,29,MISSOURI,MO,JAMES LEWIS ELEM.,01,,MO-048068,2905310,MO-048068-4050048068,290531000082,2900082,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,32,Category Set A,Reported
2024-2025,29,MISSOURI,MO,JAMES WALKER ELEM.,01,,MO-048068,2905310,MO-048068-4090048068,290531000083,2900083,Free and Reduced-price Lunch Table,No Category Codes,227,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,JAMES WALKER ELEM.,01,,MO-048068,2905310,MO-048068-4090048068,290531000083,2900083,Direct Certification,Not Applicable,95,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,JAMES WALKER ELEM.,01,,MO-048068,2905310,MO-048068-4090048068,290531000083,2900083,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,JAMES WALKER ELEM.,01,,MO-048068,2905310,MO-048068-4090048068,290531000083,2900083,Free and Reduced-price Lunch Table,Free lunch qualified,170,Category Set A,Reported
2024-2025,29,MISSOURI,MO,JAMES WALKER ELEM.,01,,MO-048068,2905310,MO-048068-4090048068,290531000083,2900083,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,57,Category Set A,Reported
2024-2025,29,MISSOURI,MO,JOHN NOWLIN ELEM.,01,,MO-048068,2905310,MO-048068-5000048068,290531000084,2900084,Free and Reduced-price Lunch Table,No Category Codes,175,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,JOHN NOWLIN ELEM.,01,,MO-048068,2905310,MO-048068-5000048068,290531000084,2900084,Direct Certification,Not Applicable,84,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,JOHN NOWLIN ELEM.,01,,MO-048068,2905310,MO-048068-5000048068,290531000084,2900084,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,JOHN NOWLIN ELEM.,01,,MO-048068,2905310,MO-048068-5000048068,290531000084,2900084,Free and Reduced-price Lunch Table,Free lunch qualified,149,Category Set A,Reported
2024-2025,29,MISSOURI,MO,JOHN NOWLIN ELEM.,01,,MO-048068,2905310,MO-048068-5000048068,290531000084,2900084,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,26,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS HIGH,01,,MO-048068,2905310,MO-048068-1050048068,290531000085,2900085,Free and Reduced-price Lunch Table,No Category Codes,775,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS HIGH,01,,MO-048068,2905310,MO-048068-1050048068,290531000085,2900085,Direct Certification,Not Applicable,258,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS HIGH,01,,MO-048068,2905310,MO-048068-1050048068,290531000085,2900085,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS HIGH,01,,MO-048068,2905310,MO-048068-1050048068,290531000085,2900085,Free and Reduced-price Lunch Table,Free lunch qualified,585,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS HIGH,01,,MO-048068,2905310,MO-048068-1050048068,290531000085,2900085,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,190,Category Set A,Reported
2024-2025,29,MISSOURI,MO,THOMAS J. ULTICAN ELEM.,01,,MO-048068,2905310,MO-048068-4020048068,290531000086,2900086,Free and Reduced-price Lunch Table,No Category Codes,192,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,THOMAS J. ULTICAN ELEM.,01,,MO-048068,2905310,MO-048068-4020048068,290531000086,2900086,Direct Certification,Not Applicable,70,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,THOMAS J. ULTICAN ELEM.,01,,MO-048068,2905310,MO-048068-4020048068,290531000086,2900086,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,THOMAS J. ULTICAN ELEM.,01,,MO-048068,2905310,MO-048068-4020048068,290531000086,2900086,Free and Reduced-price Lunch Table,Free lunch qualified,124,Category Set A,Reported
2024-2025,29,MISSOURI,MO,THOMAS J. ULTICAN ELEM.,01,,MO-048068,2905310,MO-048068-4020048068,290531000086,2900086,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,68,Category Set A,Reported
2024-2025,29,MISSOURI,MO,WILLIAM YATES ELEM.,01,,MO-048068,2905310,MO-048068-4060048068,290531000087,2900087,Free and Reduced-price Lunch Table,No Category Codes,229,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WILLIAM YATES ELEM.,01,,MO-048068,2905310,MO-048068-4060048068,290531000087,2900087,Direct Certification,Not Applicable,95,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WILLIAM YATES ELEM.,01,,MO-048068,2905310,MO-048068-4060048068,290531000087,2900087,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,WILLIAM YATES ELEM.,01,,MO-048068,2905310,MO-048068-4060048068,290531000087,2900087,Free and Reduced-price Lunch Table,Free lunch qualified,182,Category Set A,Reported
2024-2025,29,MISSOURI,MO,WILLIAM YATES ELEM.,01,,MO-048068,2905310,MO-048068-4060048068,290531000087,2900087,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,47,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS SOUTH HIGH,01,,MO-048068,2905310,MO-048068-1075048068,290531000170,2900170,Free and Reduced-price Lunch Table,No Category Codes,572,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS SOUTH HIGH,01,,MO-048068,2905310,MO-048068-1075048068,290531000170,2900170,Direct Certification,Not Applicable,196,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS SOUTH HIGH,01,,MO-048068,2905310,MO-048068-1075048068,290531000170,2900170,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS SOUTH HIGH,01,,MO-048068,2905310,MO-048068-1075048068,290531000170,2900170,Free and Reduced-price Lunch Table,Free lunch qualified,413,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BLUE SPRINGS SOUTH HIGH,01,,MO-048068,2905310,MO-048068-1075048068,290531000170,2900170,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,159,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIGGETT TRAIL EDUCATION CENTER,01,,MO-048068,2905310,MO-048068-4015048068,290531000270,2900270,Free and Reduced-price Lunch Table,No Category Codes,34,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LIGGETT TRAIL EDUCATION CENTER,01,,MO-048068,2905310,MO-048068-4015048068,290531000270,2900270,Direct Certification,Not Applicable,23,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LIGGETT TRAIL EDUCATION CENTER,01,,MO-048068,2905310,MO-048068-4015048068,290531000270,2900270,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIGGETT TRAIL EDUCATION CENTER,01,,MO-048068,2905310,MO-048068-4015048068,290531000270,2900270,Free and Reduced-price Lunch Table,Free lunch qualified,32,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIGGETT TRAIL EDUCATION CENTER,01,,MO-048068,2905310,MO-048068-4015048068,290531000270,2900270,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,2,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BRITTANY HILL MIDDLE,01,,MO-048068,2905310,MO-048068-3000048068,290531000943,2900943,Free and Reduced-price Lunch Table,No Category Codes,254,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BRITTANY HILL MIDDLE,01,,MO-048068,2905310,MO-048068-3000048068,290531000943,2900943,Direct Certification,Not Applicable,86,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BRITTANY HILL MIDDLE,01,,MO-048068,2905310,MO-048068-3000048068,290531000943,2900943,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BRITTANY HILL MIDDLE,01,,MO-048068,2905310,MO-048068-3000048068,290531000943,2900943,Free and Reduced-price Lunch Table,Free lunch qualified,180,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BRITTANY HILL MIDDLE,01,,MO-048068,2905310,MO-048068-3000048068,290531000943,2900943,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,74,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MORELAND RIDGE MIDDLE,01,,MO-048068,2905310,MO-048068-3060048068,290531001706,2901706,Free and Reduced-price Lunch Table,No Category Codes,252,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MORELAND RIDGE MIDDLE,01,,MO-048068,2905310,MO-048068-3060048068,290531001706,2901706,Direct Certification,Not Applicable,88,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MORELAND RIDGE MIDDLE,01,,MO-048068,2905310,MO-048068-3060048068,290531001706,2901706,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MORELAND RIDGE MIDDLE,01,,MO-048068,2905310,MO-048068-3060048068,290531001706,2901706,Free and Reduced-price Lunch Table,Free lunch qualified,187,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MORELAND RIDGE MIDDLE,01,,MO-048068,2905310,MO-048068-3060048068,290531001706,2901706,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,65,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DANIEL YOUNG ELEM.,01,,MO-048068,2905310,MO-048068-5020048068,290531002367,2902367,Free and Reduced-price Lunch Table,No Category Codes,140,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DANIEL YOUNG ELEM.,01,,MO-048068,2905310,MO-048068-5020048068,290531002367,2902367,Direct Certification,Not Applicable,58,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DANIEL YOUNG ELEM.,01,,MO-048068,2905310,MO-048068-5020048068,290531002367,2902367,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DANIEL YOUNG ELEM.,01,,MO-048068,2905310,MO-048068-5020048068,290531002367,2902367,Free and Reduced-price Lunch Table,Free lunch qualified,103,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DANIEL YOUNG ELEM.,01,,MO-048068,2905310,MO-048068-5020048068,290531002367,2902367,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,37,Category Set A,Reported
2024-2025,29,MISSOURI,MO,WILLIAM BRYANT ELEM.,01,,MO-048068,2905310,MO-048068-5030048068,290531002488,2902488,Free and Reduced-price Lunch Table,No Category Codes,163,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WILLIAM BRYANT ELEM.,01,,MO-048068,2905310,MO-048068-5030048068,290531002488,2902488,Direct Certification,Not Applicable,64,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WILLIAM BRYANT ELEM.,01,,MO-048068,2905310,MO-048068-5030048068,290531002488,2902488,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,WILLIAM BRYANT ELEM.,01,,MO-048068,2905310,MO-048068-5030048068,290531002488,2902488,Free and Reduced-price Lunch Table,Free lunch qualified,118,Category Set A,Reported
2024-2025,29,MISSOURI,MO,WILLIAM BRYANT ELEM.,01,,MO-048068,2905310,MO-048068-5030048068,290531002488,2902488,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,45,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LUCY FRANKLIN ELEM.,01,,MO-048068,2905310,MO-048068-4070048068,290531002549,2902549,Free and Reduced-price Lunch Table,No Category Codes,105,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LUCY FRANKLIN ELEM.,01,,MO-048068,2905310,MO-048068-4070048068,290531002549,2902549,Direct Certification,Not Applicable,30,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LUCY FRANKLIN ELEM.,01,,MO-048068,2905310,MO-048068-4070048068,290531002549,2902549,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LUCY FRANKLIN ELEM.,01,,MO-048068,2905310,MO-048068-4070048068,290531002549,2902549,Free and Reduced-price Lunch Table,Free lunch qualified,71,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LUCY FRANKLIN ELEM.,01,,MO-048068,2905310,MO-048068-4070048068,290531002549,2902549,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,34,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CHAPEL LAKES ELEM.,01,,MO-048068,2905310,MO-048068-5040048068,290531002682,2902682,Free and Reduced-price Lunch Table,No Category Codes,92,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CHAPEL LAKES ELEM.,01,,MO-048068,2905310,MO-048068-5040048068,290531002682,2902682,Direct Certification,Not Applicable,46,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CHAPEL LAKES ELEM.,01,,MO-048068,2905310,MO-048068-5040048068,290531002682,2902682,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CHAPEL LAKES ELEM.,01,,MO-048068,2905310,MO-048068-5040048068,290531002682,2902682,Free and Reduced-price Lunch Table,Free lunch qualified,75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,CHAPEL LAKES ELEM.,01,,MO-048068,2905310,MO-048068-5040048068,290531002682,2902682,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,17,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELTA WOODS MIDDLE,01,,MO-048068,2905310,MO-048068-3080048068,290531002736,2902736,Free and Reduced-price Lunch Table,No Category Codes,185,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DELTA WOODS MIDDLE,01,,MO-048068,2905310,MO-048068-3080048068,290531002736,2902736,Direct Certification,Not Applicable,67,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DELTA WOODS MIDDLE,01,,MO-048068,2905310,MO-048068-3080048068,290531002736,2902736,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELTA WOODS MIDDLE,01,,MO-048068,2905310,MO-048068-3080048068,290531002736,2902736,Free and Reduced-price Lunch Table,Free lunch qualified,144,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELTA WOODS MIDDLE,01,,MO-048068,2905310,MO-048068-3080048068,290531002736,2902736,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,41,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SUNNY POINTE ELEM.,01,,MO-048068,2905310,MO-048068-5070048068,290531002737,2902737,Free and Reduced-price Lunch Table,No Category Codes,180,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUNNY POINTE ELEM.,01,,MO-048068,2905310,MO-048068-5070048068,290531002737,2902737,Direct Certification,Not Applicable,78,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUNNY POINTE ELEM.,01,,MO-048068,2905310,MO-048068-5070048068,290531002737,2902737,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SUNNY POINTE ELEM.,01,,MO-048068,2905310,MO-048068-5070048068,290531002737,2902737,Free and Reduced-price Lunch Table,Free lunch qualified,142,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SUNNY POINTE ELEM.,01,,MO-048068,2905310,MO-048068-5070048068,290531002737,2902737,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,38,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PAUL KINDER MIDDLE SCHOOL,01,,MO-048068,2905310,MO-048068-3090048068,290531002835,2902835,Free and Reduced-price Lunch Table,No Category Codes,357,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PAUL KINDER MIDDLE SCHOOL,01,,MO-048068,2905310,MO-048068-3090048068,290531002835,2902835,Direct Certification,Not Applicable,132,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PAUL KINDER MIDDLE SCHOOL,01,,MO-048068,2905310,MO-048068-3090048068,290531002835,2902835,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PAUL KINDER MIDDLE SCHOOL,01,,MO-048068,2905310,MO-048068-3090048068,290531002835,2902835,Free and Reduced-price Lunch Table,Free lunch qualified,267,Category Set A,Reported
2024-2025,29,MISSOURI,MO,PAUL KINDER MIDDLE SCHOOL,01,,MO-048068,2905310,MO-048068-3090048068,290531002835,2902835,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,VOY SPEARS JR. ELEM.,01,,MO-048068,2905310,MO-048068-5080048068,290531002836,2902836,Free and Reduced-price Lunch Table,No Category Codes,75,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,VOY SPEARS JR. ELEM.,01,,MO-048068,2905310,MO-048068-5080048068,290531002836,2902836,Direct Certification,Not Applicable,23,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,VOY SPEARS JR. ELEM.,01,,MO-048068,2905310,MO-048068-5080048068,290531002836,2902836,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,VOY SPEARS JR. ELEM.,01,,MO-048068,2905310,MO-048068-5080048068,290531002836,2902836,Free and Reduced-price Lunch Table,Free lunch qualified,57,Category Set A,Reported
2024-2025,29,MISSOURI,MO,VOY SPEARS JR. ELEM.,01,,MO-048068,2905310,MO-048068-5080048068,290531002836,2902836,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,18,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BOONE ELEM.,01,,MO-048080,2908250,MO-048080-4020048080,290825000223,2900223,Free and Reduced-price Lunch Table,No Category Codes,148,Education Unit Total,Reported
